#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#
#	###############
#	# Input Files #
#	###############
#
#	[Input_Files]
#
#	psm{Run1} = sipNew/Pan_052322_X1.psm.txt
#
#	pep{Run1} = sipNew/Pan_052322_X1.pep.txt
#
#	########################
#	# Filtering Parameters #
#	########################
#
#	[Protein_Identification]
#
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 1
#
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#
#	#######################
#	# Statistical Results #
#	#######################
#
#	[Statistical_Results]
#
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 72
#	Target_Proteins_Before_Filtering = 1196
#	Total_Proteins_Before_Filtering = 1268
#
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 71
#	Target_Proteins_After_Filtering = 1183
#	Total_Proteins_After_Filtering = 1254
#
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.0566188197767
#
#	################
#	# Column Names #
#	################
#
#	[Column_Names]
#
#	+ = Marker of a protein line
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#
#	* = Marker of a PSM line
#	Filename = Filename of input FT2 file
#	ScanNumber = Scan number of the PSM
#	ParentCharge = Charge state of the PSM
#	MeasuredParentMass = Measured parent mass
#	CalculatedParentMass = Calculated parent mass from peptide sequence
#	MassErrorDa = Mass error in Da with 1-Da error correction
#	MassErrorPPM = Mass error in PPM with 1-Da error correction
#	ScanType = Scan type of the PSM
#	SearchName = Sipros search name
#	ScoringFunction = Scoring function used in the search
#	Score = Score
#	DeltaZ = Difference between the best PSM and the next best PSM of this scan
#	DeltaP = Difference between the best modified PSM and its PTM isoform
#	IdentifiedPeptide = Identified peptide sequence with potential PTMs and mutations
#	OriginalPeptide = Original peptide sequence in the FASTA file
#	ProteinNames = Names of proteins of the peptide
#	ProteinCount = Number of proteins that the peptide can be assigned to
#	TargetMatch = T for target match and F for decoy match
#
	ProteinID	AverageEnrichmentLevel	StandardDeviation	UniqueSpectrumCounts	TotalSpectrumCounts	EnrichmentLevels	ProteinDescription
+	{sp|P0ACI6|ASNC_ECOLI}	50000	0	2	2	{50000,50000}	{sp|P0ACI6|ASNC_ECOLI Regulatory protein AsnC OS=Escherichia coli (strain K12) OX=83333 GN=asnC PE=1 SV=1}
+	{sp|P06996|OMPC_ECOLI}	48000	0	24	29	{48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000}	{sp|P06996|OMPC_ECOLI Outer membrane porin C OS=Escherichia coli (strain K12) OX=83333 GN=ompC PE=1 SV=1}
+	{sp|P17846|CYSI_ECOLI}	49000	0	4	4	{49000,49000,49000,49000}	{sp|P17846|CYSI_ECOLI Sulfite reductase [NADPH] hemoprotein beta-component OS=Escherichia coli (strain K12) OX=83333 GN=cysI PE=1 SV=4}
+	{sp|P11454|ENTF_ECOLI}	50000	0	9	9	{50000,50000,50000,50000,50000,50000,50000,50000,50000}	{sp|P11454|ENTF_ECOLI Enterobactin synthase component F OS=Escherichia coli (strain K12) OX=83333 GN=entF PE=1 SV=3}
+	{sp|P0ACF8|HNS_ECOLI}	70000	0	1	1	{70000}	{sp|P0ACF8|HNS_ECOLI DNA-binding protein H-NS OS=Escherichia coli (strain K12) OX=83333 GN=hns PE=1 SV=2}
+	{sp|P0A6K6|DEOB_ECOLI}	59000	0	1	1	{59000}	{sp|P0A6K6|DEOB_ECOLI Phosphopentomutase OS=Escherichia coli (strain K12) OX=83333 GN=deoB PE=1 SV=1}
+	{sp|P0A6W9|GSH1_ECOLI}	50000	0	5	5	{50000,50000,50000,50000,50000}	{sp|P0A6W9|GSH1_ECOLI Glutamate--cysteine ligase OS=Escherichia coli (strain K12) OX=83333 GN=gshA PE=1 SV=1}
+	{sp|P30125|LEU3_ECOLI}	58000	0	2	2	{58000,58000}	{sp|P30125|LEU3_ECOLI 3-isopropylmalate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=leuB PE=1 SV=3}
+	{sp|P0AAE0|CYCA_ECOLI}	57000	0	1	1	{57000}	{sp|P0AAE0|CYCA_ECOLI D-serine/D-alanine/glycine transporter OS=Escherichia coli (strain K12) OX=83333 GN=cycA PE=1 SV=1}
+	{sp|P0AB67|PNTB_ECOLI}	46000	0	3	3	{46000,46000,46000}	{sp|P0AB67|PNTB_ECOLI NAD(P) transhydrogenase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=pntB PE=1 SV=1}
+	{sp|P0AC19|FOLX_ECOLI}	62000	0	1	1	{62000}	{sp|P0AC19|FOLX_ECOLI Dihydroneopterin triphosphate 2'-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=folX PE=1 SV=2}
+	{sp|P38489|NFSB_ECOLI}	55000	0	1	1	{55000}	{sp|P38489|NFSB_ECOLI Oxygen-insensitive NAD(P)H nitroreductase OS=Escherichia coli (strain K12) OX=83333 GN=nfsB PE=1 SV=1}
+	{sp|P0A940|BAMA_ECOLI}	59000	0	1	1	{59000}	{sp|P0A940|BAMA_ECOLI Outer membrane protein assembly factor BamA OS=Escherichia coli (strain K12) OX=83333 GN=bamA PE=1 SV=1}
+	{sp|P0A6A3|ACKA_ECOLI}	57000	0	3	3	{57000,57000,57000}	{sp|P0A6A3|ACKA_ECOLI Acetate kinase OS=Escherichia coli (strain K12) OX=83333 GN=ackA PE=1 SV=1}
+	{sp|P0ADC1|LPTE_ECOLI}	59000	0	1	1	{59000}	{sp|P0ADC1|LPTE_ECOLI LPS-assembly lipoprotein LptE OS=Escherichia coli (strain K12) OX=83333 GN=lptE PE=1 SV=1}
+	{sp|P61949|FLAV_ECOLI}	50000	0	4	4	{50000,50000,50000,50000}	{sp|P61949|FLAV_ECOLI Flavodoxin 1 OS=Escherichia coli (strain K12) OX=83333 GN=fldA PE=1 SV=2}
+	{sp|P0A7W1|RS5_ECOLI}	40000	0	1	1	{40000}	{sp|P0A7W1|RS5_ECOLI 30S ribosomal protein S5 OS=Escherichia coli (strain K12) OX=83333 GN=rpsE PE=1 SV=2}
+	{sp|P31460|DGOR_ECOLI}	49000	0	1	1	{49000}	{sp|P31460|DGOR_ECOLI Galactonate operon transcriptional repressor OS=Escherichia coli (strain K12) OX=83333 GN=dgoR PE=1 SV=4}
+	{sp|P69783|PTGA_ECOLI}	58000	0	2	2	{58000,58000}	{sp|P69783|PTGA_ECOLI PTS system glucose-specific EIIA component OS=Escherichia coli (strain K12) OX=83333 GN=crr PE=1 SV=2}
+	{sp|P0AB71|ALF_ECOLI}	40000	0	1	1	{40000}	{sp|P0AB71|ALF_ECOLI Fructose-bisphosphate aldolase class 2 OS=Escherichia coli (strain K12) OX=83333 GN=fbaA PE=1 SV=2}
+	{sp|P37637|MDTF_ECOLI}	52000	0	1	1	{52000}	{sp|P37637|MDTF_ECOLI Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) OX=83333 GN=mdtF PE=1 SV=1}
+	{sp|P37747|GLF_ECOLI}	55000	0	4	4	{55000,55000,55000,55000}	{sp|P37747|GLF_ECOLI UDP-galactopyranose mutase OS=Escherichia coli (strain K12) OX=83333 GN=glf PE=1 SV=1}
+	{sp|P37749|WBBI_ECOLI}	50000	0	2	2	{50000,50000}	{sp|P37749|WBBI_ECOLI Beta-1,6-galactofuranosyltransferase WbbI OS=Escherichia coli (strain K12) OX=83333 GN=wbbI PE=1 SV=1}
+	{sp|P37666|GHRB_ECOLI}	47000	0	7	7	{47000,47000,47000,47000,47000,47000,47000}	{sp|P37666|GHRB_ECOLI Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) OX=83333 GN=ghrB PE=1 SV=3}
+	{sp|P60757|HIS1_ECOLI}	50000	0	5	5	{50000,50000,50000,50000,50000}	{sp|P60757|HIS1_ECOLI ATP phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=hisG PE=1 SV=1}
+	{sp|P0ABU5|ELBB_ECOLI}	51000	0	3	3	{51000,51000,51000}	{sp|P0ABU5|ELBB_ECOLI Glyoxalase ElbB OS=Escherichia coli (strain K12) OX=83333 GN=elbB PE=1 SV=1}
+	{sp|P0ACI6|ASNC_ECOLI}	49000	0	4	4	{49000,49000,49000,49000}	{sp|P0ACI6|ASNC_ECOLI Regulatory protein AsnC OS=Escherichia coli (strain K12) OX=83333 GN=asnC PE=1 SV=1}
+	{sp|P0A780|NUSB_ECOLI}	43000	0	1	1	{43000}	{sp|P0A780|NUSB_ECOLI Transcription antitermination protein NusB OS=Escherichia coli (strain K12) OX=83333 GN=nusB PE=1 SV=1}
+	{sp|P0ABK2|CYDB_ECOLI}	58000	0	1	1	{58000}	{sp|P0ABK2|CYDB_ECOLI Cytochrome bd-I ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) OX=83333 GN=cydB PE=1 SV=1}
+	{Rev_sp|P0AAB4|UBID_ECOLI}	49000	0	1	1	{49000}	{N/A}
+	{sp|P0ABH7|CISY_ECOLI}	54000	0	4	4	{54000,54000,54000,54000}	{sp|P0ABH7|CISY_ECOLI Citrate synthase OS=Escherichia coli (strain K12) OX=83333 GN=gltA PE=1 SV=1}
+	{sp|P0ACN4|ALLR_ECOLI}	53000	0	3	3	{53000,53000,53000}	{sp|P0ACN4|ALLR_ECOLI HTH-type transcriptional repressor AllR OS=Escherichia coli (strain K12) OX=83333 GN=allR PE=1 SV=1}
+	{sp|P08200|IDH_ECOLI}	52000	0	40	40	{52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000}	{sp|P08200|IDH_ECOLI Isocitrate dehydrogenase [NADP] OS=Escherichia coli (strain K12) OX=83333 GN=icd PE=1 SV=1}
+	{sp|P25553|ALDA_ECOLI}	59000	0	2	2	{59000,59000}	{sp|P25553|ALDA_ECOLI Lactaldehyde dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=aldA PE=1 SV=2}
+	{sp|P0ACA7|GSTB_ECOLI}	47000	0	1	1	{47000}	{sp|P0ACA7|GSTB_ECOLI Glutathione S-transferase GstB OS=Escherichia coli (strain K12) OX=83333 GN=gstB PE=1 SV=1}
+	{sp|P33570|TKT2_ECOLI}	48000	0	13	16	{48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000}	{sp|P33570|TKT2_ECOLI Transketolase 2 OS=Escherichia coli (strain K12) OX=83333 GN=tktB PE=1 SV=1}
+	{sp|P12281|MOEA_ECOLI}	50000	0	1	1	{50000}	{sp|P12281|MOEA_ECOLI Molybdopterin molybdenumtransferase OS=Escherichia coli (strain K12) OX=83333 GN=moeA PE=1 SV=1}
+	{sp|P0A9C3|GALM_ECOLI}	50000	0	5	5	{50000,50000,50000,50000,50000}	{sp|P0A9C3|GALM_ECOLI Aldose 1-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=galM PE=1 SV=1}
+	{sp|P0A6T1|G6PI_ECOLI}	61000	0	2	2	{61000,61000}	{sp|P0A6T1|G6PI_ECOLI Glucose-6-phosphate isomerase OS=Escherichia coli (strain K12) OX=83333 GN=pgi PE=1 SV=1}
+	{sp|P0AE78|CORC_ECOLI}	44000	0	1	1	{44000}	{sp|P0AE78|CORC_ECOLI Magnesium and cobalt efflux protein CorC OS=Escherichia coli (strain K12) OX=83333 GN=corC PE=1 SV=1}
+	{sp|P0A8T7|RPOC_ECOLI}	40000	0	1	1	{40000}	{sp|P0A8T7|RPOC_ECOLI DNA-directed RNA polymerase subunit beta' OS=Escherichia coli (strain K12) OX=83333 GN=rpoC PE=1 SV=1}
+	{sp|P0AE08|AHPC_ECOLI}	49000	0	21	21	{49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000}	{sp|P0AE08|AHPC_ECOLI Alkyl hydroperoxide reductase C OS=Escherichia coli (strain K12) OX=83333 GN=ahpC PE=1 SV=2}
+	{sp|P0AG55|RL6_ECOLI}	61000	0	1	1	{61000}	{sp|P0AG55|RL6_ECOLI 50S ribosomal protein L6 OS=Escherichia coli (strain K12) OX=83333 GN=rplF PE=1 SV=2}
+	{sp|P0AEQ3|GLNH_ECOLI}	51000	0	5	5	{51000,51000,51000,51000,51000}	{sp|P0AEQ3|GLNH_ECOLI Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=glnH PE=1 SV=1}
+	{sp|P21499|RNR_ECOLI}	52000	0	7	7	{52000,52000,52000,52000,52000,52000,52000}	{sp|P21499|RNR_ECOLI Ribonuclease R OS=Escherichia coli (strain K12) OX=83333 GN=rnr PE=1 SV=2}
+	{sp|P0A707|IF3_ECOLI}	65000	0	1	1	{65000}	{sp|P0A707|IF3_ECOLI Translation initiation factor IF-3 OS=Escherichia coli (strain K12) OX=83333 GN=infC PE=1 SV=1}
+	{sp|P21513|RNE_ECOLI}	43000	0	3	3	{43000,43000,43000}	{sp|P21513|RNE_ECOLI Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=rne PE=1 SV=6}
+	{sp|P0A9K3|PHOL_ECOLI}	52000	0	3	3	{52000,52000,52000}	{sp|P0A9K3|PHOL_ECOLI PhoH-like protein OS=Escherichia coli (strain K12) OX=83333 GN=ybeZ PE=1 SV=2}
+	{sp|P04335|FRSA_ECOLI}	48000	0	1	1	{48000}	{sp|P04335|FRSA_ECOLI Esterase FrsA OS=Escherichia coli (strain K12) OX=83333 GN=frsA PE=1 SV=2}
+	{sp|P04846|NLPA_ECOLI}	47000	0	2	2	{47000,47000}	{sp|P04846|NLPA_ECOLI Lipoprotein 28 OS=Escherichia coli (strain K12) OX=83333 GN=nlpA PE=1 SV=1}
+	{sp|P0A6P9|ENO_ECOLI,sp|P37624|RBBA_ECOLI}	64000	0	6	6	{64000,64000,64000,64000,64000,64000}	{sp|P0A6P9|ENO_ECOLI Enolase OS=Escherichia coli (strain K12) OX=83333 GN=eno PE=1 SV=2,sp|P37624|RBBA_ECOLI Ribosome-associated ATPase OS=Escherichia coli (strain K12) OX=83333 GN=rbbA PE=1 SV=3}
+	{sp|P0A858|TPIS_ECOLI}	62000	0	1	1	{62000}	{sp|P0A858|TPIS_ECOLI Triosephosphate isomerase OS=Escherichia coli (strain K12) OX=83333 GN=tpiA PE=1 SV=1}
+	{sp|P63228|GMHBB_ECOLI}	47000	0	1	1	{47000}	{sp|P63228|GMHBB_ECOLI D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=gmhB PE=1 SV=1}
+	{sp|Q46871|YQJH_ECOLI}	45000	0	1	1	{45000}	{sp|Q46871|YQJH_ECOLI NADPH-dependent ferric-chelate reductase OS=Escherichia coli (strain K12) OX=83333 GN=yqjH PE=1 SV=1}
+	{sp|P25665|METE_ECOLI}	67000	0	1	1	{67000}	{sp|P25665|METE_ECOLI 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=metE PE=1 SV=6}
+	{sp|P0A940|BAMA_ECOLI}	45000	0	1	1	{45000}	{sp|P0A940|BAMA_ECOLI Outer membrane protein assembly factor BamA OS=Escherichia coli (strain K12) OX=83333 GN=bamA PE=1 SV=1}
+	{sp|P0AES6|GYRB_ECOLI}	53000	0	2	2	{53000,53000}	{sp|P0AES6|GYRB_ECOLI DNA gyrase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=gyrB PE=1 SV=2}
+	{sp|P0AB89|PUR8_ECOLI}	55000	0	1	1	{55000}	{sp|P0AB89|PUR8_ECOLI Adenylosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=purB PE=1 SV=1}
+	{sp|P0ABJ9|CYDA_ECOLI}	48000	0	1	1	{48000}	{sp|P0ABJ9|CYDA_ECOLI Cytochrome bd-I ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) OX=83333 GN=cydA PE=1 SV=1}
+	{sp|P07623|METAS_ECOLI}	49000	0	1	1	{49000}	{sp|P07623|METAS_ECOLI Homoserine O-succinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=metAS PE=1 SV=4}
+	{sp|P0A825|GLYA_ECOLI}	49000	0	35	35	{49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000}	{sp|P0A825|GLYA_ECOLI Serine hydroxymethyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=glyA PE=1 SV=1}
+	{sp|P15254|PUR4_ECOLI}	57000	0	6	6	{57000,57000,57000,57000,57000,57000}	{sp|P15254|PUR4_ECOLI Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) OX=83333 GN=purL PE=1 SV=3}
+	{sp|P68919|RL25_ECOLI}	34000	0	1	1	{34000}	{sp|P68919|RL25_ECOLI 50S ribosomal protein L25 OS=Escherichia coli (strain K12) OX=83333 GN=rplY PE=1 SV=1}
+	{sp|P0A7L0|RL1_ECOLI}	69000	0	1	1	{69000}	{sp|P0A7L0|RL1_ECOLI 50S ribosomal protein L1 OS=Escherichia coli (strain K12) OX=83333 GN=rplA PE=1 SV=2}
+	{sp|P56262|DLHH_ECOLI}	54000	0	2	2	{54000,54000}	{sp|P56262|DLHH_ECOLI Putative carboxymethylenebutenolidase OS=Escherichia coli (strain K12) OX=83333 GN=ysgA PE=3 SV=3}
+	{sp|P05020|PYRC_ECOLI}	40000	0	1	1	{40000}	{sp|P05020|PYRC_ECOLI Dihydroorotase OS=Escherichia coli (strain K12) OX=83333 GN=pyrC PE=1 SV=2}
+	{sp|P08506|DACC_ECOLI}	57000	0	1	1	{57000}	{sp|P08506|DACC_ECOLI D-alanyl-D-alanine carboxypeptidase DacC OS=Escherichia coli (strain K12) OX=83333 GN=dacC PE=1 SV=2}
+	{sp|P68066|GRCA_ECOLI}	45000	0	2	3	{45000,45000,45000}	{sp|P68066|GRCA_ECOLI Autonomous glycyl radical cofactor OS=Escherichia coli (strain K12) OX=83333 GN=grcA PE=1 SV=1}
+	{sp|P0A7K2|RL7_ECOLI}	54000	0	7	7	{54000,54000,54000,54000,54000,54000,54000}	{sp|P0A7K2|RL7_ECOLI 50S ribosomal protein L7/L12 OS=Escherichia coli (strain K12) OX=83333 GN=rplL PE=1 SV=2}
+	{sp|P0ADE8|YGFZ_ECOLI}	53000	0	2	2	{53000,53000}	{sp|P0ADE8|YGFZ_ECOLI tRNA-modifying protein YgfZ OS=Escherichia coli (strain K12) OX=83333 GN=ygfZ PE=1 SV=2}
+	{sp|P16456|SELD_ECOLI}	49000	0	2	2	{49000,49000}	{sp|P16456|SELD_ECOLI Selenide, water dikinase OS=Escherichia coli (strain K12) OX=83333 GN=selD PE=1 SV=1}
+	{sp|P26646|ACUI_ECOLI}	58000	0	1	1	{58000}	{sp|P26646|ACUI_ECOLI Probable acrylyl-CoA reductase AcuI OS=Escherichia coli (strain K12) OX=83333 GN=acuI PE=1 SV=1}
+	{sp|P00963|ASNA_ECOLI}	47000	0	2	2	{47000,47000}	{sp|P00963|ASNA_ECOLI Aspartate--ammonia ligase OS=Escherichia coli (strain K12) OX=83333 GN=asnA PE=1 SV=1}
+	{sp|P13035|GLPD_ECOLI}	62000	0	2	2	{62000,62000}	{sp|P13035|GLPD_ECOLI Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=glpD PE=1 SV=3}
+	{sp|P0AC53|G6PD_ECOLI}	52000	0	8	8	{52000,52000,52000,52000,52000,52000,52000,52000}	{sp|P0AC53|G6PD_ECOLI Glucose-6-phosphate 1-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=zwf PE=1 SV=1}
+	{sp|P0AD49|YFIA_ECOLI}	48000	0	1	1	{48000}	{sp|P0AD49|YFIA_ECOLI Ribosome-associated inhibitor A OS=Escherichia coli (strain K12) OX=83333 GN=raiA PE=1 SV=2}
+	{sp|P0A993|F16PA_ECOLI}	43000	0	2	2	{43000,43000}	{sp|P0A993|F16PA_ECOLI Fructose-1,6-bisphosphatase class 1 OS=Escherichia coli (strain K12) OX=83333 GN=fbp PE=1 SV=1}
+	{sp|P0A9C5|GLN1B_ECOLI}	47000	0	5	5	{47000,47000,47000,47000,47000}	{sp|P0A9C5|GLN1B_ECOLI Glutamine synthetase OS=Escherichia coli (strain K12) OX=83333 GN=glnA PE=1 SV=2}
+	{sp|P0A7V8|RS4_ECOLI}	51000	0	5	5	{51000,51000,51000,51000,51000}	{sp|P0A7V8|RS4_ECOLI 30S ribosomal protein S4 OS=Escherichia coli (strain K12) OX=83333 GN=rpsD PE=1 SV=2}
+	{sp|P0AE52|BCP_ECOLI}	55000	0	1	1	{55000}	{sp|P0AE52|BCP_ECOLI Peroxiredoxin Bcp OS=Escherichia coli (strain K12) OX=83333 GN=bcp PE=1 SV=1}
+	{sp|P0A850|TIG_ECOLI}	33000	0	1	1	{33000}	{sp|P0A850|TIG_ECOLI Trigger factor OS=Escherichia coli (strain K12) OX=83333 GN=tig PE=1 SV=1}
+	{sp|P33232|LLDD_ECOLI}	47000	0	2	2	{47000,47000}	{sp|P33232|LLDD_ECOLI L-lactate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=lldD PE=1 SV=1}
+	{sp|P0AD96|LIVJ_ECOLI}	53000	0	3	3	{53000,53000,53000}	{sp|P0AD96|LIVJ_ECOLI Leu/Ile/Val-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=livJ PE=1 SV=1}
+	{sp|P00909|TRPC_ECOLI}	59000	0	3	3	{59000,59000,59000}	{sp|P00909|TRPC_ECOLI Tryptophan biosynthesis protein TrpCF OS=Escherichia coli (strain K12) OX=83333 GN=trpC PE=1 SV=4}
+	{sp|P68767|AMPA_ECOLI}	49000	0	7	7	{49000,49000,49000,49000,49000,49000,49000}	{sp|P68767|AMPA_ECOLI Cytosol aminopeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepA PE=1 SV=1}
+	{sp|P0AG86|SECB_ECOLI}	48000	0	1	1	{48000}	{sp|P0AG86|SECB_ECOLI Protein-export protein SecB OS=Escherichia coli (strain K12) OX=83333 GN=secB PE=1 SV=1}
+	{sp|P15877|DHG_ECOLI}	53000	0	5	5	{53000,53000,53000,53000,53000}	{sp|P15877|DHG_ECOLI Quinoprotein glucose dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=gcd PE=1 SV=3}
+	{sp|P09127|HEMX_ECOLI}	48000	0	1	1	{48000}	{sp|P09127|HEMX_ECOLI Protein HemX OS=Escherichia coli (strain K12) OX=83333 GN=hemX PE=1 SV=1}
+	{sp|P0A7T3|RS16_ECOLI}	51000	0	2	2	{51000,51000}	{sp|P0A7T3|RS16_ECOLI 30S ribosomal protein S16 OS=Escherichia coli (strain K12) OX=83333 GN=rpsP PE=1 SV=1}
+	{sp|P0A7Z4|RPOA_ECOLI}	58000	0	5	5	{58000,58000,58000,58000,58000}	{sp|P0A7Z4|RPOA_ECOLI DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=rpoA PE=1 SV=1}
+	{sp|P76536|YFEX_ECOLI}	47000	0	1	1	{47000}	{sp|P76536|YFEX_ECOLI Dye-decolorizing peroxidase YfeX OS=Escherichia coli (strain K12) OX=83333 GN=yfeX PE=1 SV=2}
+	{sp|P0A6M8|EFG_ECOLI}	42000	0	1	1	{42000}	{sp|P0A6M8|EFG_ECOLI Elongation factor G OS=Escherichia coli (strain K12) OX=83333 GN=fusA PE=1 SV=2}
+	{sp|P33570|TKT2_ECOLI}	60000	0	1	1	{60000}	{sp|P33570|TKT2_ECOLI Transketolase 2 OS=Escherichia coli (strain K12) OX=83333 GN=tktB PE=1 SV=1}
+	{sp|P0AES6|GYRB_ECOLI}	42000	0	1	1	{42000}	{sp|P0AES6|GYRB_ECOLI DNA gyrase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=gyrB PE=1 SV=2}
+	{sp|P76402|YEGP_ECOLI}	58000	0	1	1	{58000}	{sp|P76402|YEGP_ECOLI UPF0339 protein YegP OS=Escherichia coli (strain K12) OX=83333 GN=yegP PE=1 SV=2}
+	{sp|P0A7W1|RS5_ECOLI}	45000	0	1	1	{45000}	{sp|P0A7W1|RS5_ECOLI 30S ribosomal protein S5 OS=Escherichia coli (strain K12) OX=83333 GN=rpsE PE=1 SV=2}
+	{sp|P0A6Q6|FABZ_ECOLI}	44000	0	2	2	{44000,44000}	{sp|P0A6Q6|FABZ_ECOLI 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12) OX=83333 GN=fabZ PE=1 SV=1}
+	{sp|P37744|RMLA1_ECOLI}	55000	0	1	1	{55000}	{sp|P37744|RMLA1_ECOLI Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) OX=83333 GN=rfbA PE=1 SV=2}
+	{sp|P0A9M8|PTA_ECOLI}	54000	0	3	3	{54000,54000,54000}	{sp|P0A9M8|PTA_ECOLI Phosphate acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pta PE=1 SV=2}
+	{sp|P02929|TONB_ECOLI}	58000	0	3	3	{58000,58000,58000}	{sp|P02929|TONB_ECOLI Protein TonB OS=Escherichia coli (strain K12) OX=83333 GN=tonB PE=1 SV=2}
+	{sp|P0ADS6|YGGE_ECOLI}	53000	0	2	2	{53000,53000}	{sp|P0ADS6|YGGE_ECOLI Uncharacterized protein YggE OS=Escherichia coli (strain K12) OX=83333 GN=yggE PE=4 SV=1}
+	{sp|P0AB28|YCED_ECOLI}	50000	0	1	1	{50000}	{sp|P0AB28|YCED_ECOLI Large ribosomal RNA subunit accumulation protein YceD OS=Escherichia coli (strain K12) OX=83333 GN=yceD PE=2 SV=1}
+	{sp|P06988|HISX_ECOLI}	49000	0	5	5	{49000,49000,49000,49000,49000}	{sp|P06988|HISX_ECOLI Histidinol dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=hisD PE=1 SV=5}
+	{sp|P42641|OBG_ECOLI}	49000	0	2	2	{49000,49000}	{sp|P42641|OBG_ECOLI GTPase ObgE/CgtA OS=Escherichia coli (strain K12) OX=83333 GN=obgE PE=1 SV=1}
+	{sp|P0AE52|BCP_ECOLI}	65000	0	1	1	{65000}	{sp|P0AE52|BCP_ECOLI Peroxiredoxin Bcp OS=Escherichia coli (strain K12) OX=83333 GN=bcp PE=1 SV=1}
+	{sp|P0A6F5|CH60_ECOLI}	42000	0	2	2	{42000,42000}	{sp|P0A6F5|CH60_ECOLI Chaperonin GroEL OS=Escherichia coli (strain K12) OX=83333 GN=groEL PE=1 SV=2}
+	{sp|P05459|PDXB_ECOLI}	47000	0	4	4	{47000,47000,47000,47000}	{sp|P05459|PDXB_ECOLI Erythronate-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=pdxB PE=2 SV=2}
